petrolvilla &	PREFIX:1
petrolvilla & bortolotti	ORG:1
petronas	ORG:1
petrosynthese	ORG:1
peugeot	ORG:1	PREFIX:16
peugeot 1007	NIL:1
peugeot 105	NIL:1
peugeot 106	NIL:1
peugeot 107	NIL:1
peugeot 206	NIL:1
peugeot 207	NIL:1
peugeot 207cc	NIL:1
peugeot 305	NIL:1
peugeot 306	NIL:1
peugeot 307	NIL:1
peugeot 308	NIL:1
peugeot 309	NIL:1
peugeot 405	NIL:1
peugeot 406	NIL:1
peugeot 407	NIL:1
peugeot 4hp	NIL:1
peugot	ORG:1
pfizer	ORG:1
ph	PREFIX:1
ph quartet	ORG:1
pharmatec	ORG:1
philip	PREFIX:1
philip morris	ORG:1
philips	ORG:1
phillips	ORG:1
phoenix	ORG:2	PREFIX:1
phoenix informatica	PREFIX:1
phoenix informatica bancaria	ORG:1
phonola	ORG:1
piaggio	ORG:2	PREFIX:1
piaggio aero	ORG:1
piazza	PREFIX:1
piazza affari	ORG:1
picaro	ORG:1
pierrel	ORG:1
pikenz	ORG:1
pil	NIL:1
pilkington	ORG:1
pin	NIL:1
pinault	ORG:1
pininfarina	ORG:1
pink	PREFIX:1
pink floyd	ORG:1
pinkfloyd	ORG:1
pirates	ORG:1
pirella	ORG:1
pirelli	ORG:1	PREFIX:3
pirelli &	PREFIX:1
pirelli & c.	ORG:1
pirelli real	PREFIX:1
pirelli real estate	ORG:1
pirelli tyre	ORG:1
pirelli&c	ORG:1
pirelli&c.	ORG:1
pittway	ORG:1
pizzeria	TSO:1
pkk	ORG:1
placebo	ORG:1
plastiman	ORG:1
playtex	ORG:1
plessey	ORG:1
podcast	ORG:1
podistica	TSO:1
pohang	ORG:1
polaroid	ORG:1
poli	ORG:1	PREFIX:1
poli supermercati	ORG:1
policlinico	TSO:1
polifonica	TSO:1
poligrafica	ORG:1	PREFIX:2
poligrafica s.	PREFIX:1
poligrafica s. faustino	ORG:1
poligrafica san	PREFIX:1
poligrafica san faustino	ORG:1
poligrafici	ORG:1	PREFIX:1
poligrafici editoriale	ORG:1
polis	ORG:1
polisportiva	TSO:1
politecnico	TSO:1
polizia	PREFIX:1
polizia di	PREFIX:1
polizia di stato	ORG:1
polyair	ORG:1
polycon	ORG:1
polydex	ORG:1
polylithics	ORG:1
polyplastics	ORG:1
pompieri	ORG:1
pontiac	ORG:1
pop.	PREFIX:1
pop. unite	ORG:1
popolare	PREFIX:3
popolare di	PREFIX:2
popolare di verona	ORG:1	PREFIX:1
popolare di verona e	PREFIX:1
popolare di verona e novara	ORG:1
popolare italiano	ORG:1
popolari	PREFIX:1
popolari unite	ORG:1
porfidi	ORG:1	PREFIX:1
porfidi porfidi	ORG:1
porsche	PREFIX:4
porsche 356	NIL:1
porsche 911	NIL:1
porsche 911c	NIL:1
porsche carrera	NIL:1
poste	ORG:1	PREFIX:2
poste italiane	ORG:2
potlatch	ORG:1
ppi	ORG:1
ppt	ORG:1
pptt	ORG:1
pra	ORG:1
prada	ORG:1	PREFIX:2
prada asfalti	ORG:1
prada chimica	ORG:1
prantil	ORG:1
prc	ORG:1
prealpi	PREFIX:1
prealpi mineraria	ORG:1
predaia	ORG:1
prefettura	ORG:1
prema	ORG:1
premetal	ORG:1
premiata	PREFIX:1
premiata montegranaro	ORG:1
premier	PREFIX:1
premier hotels	PREFIX:1
premier hotels crema	ORG:1
premuda	ORG:1
pressman	ORG:1
pressmans	ORG:1
pri	ORG:1
primestar	ORG:1
primetech	ORG:1
primiero	PREFIX:1
primiero energia	ORG:1
prisma	ORG:1	PREFIX:1
prisma taranto	ORG:1
pritzker	ORG:1
pro	PREFIX:2
pro loco	ORG:1
pro trento	ORG:1
procar	ORG:1
procigo	ORG:1
procter	PREFIX:1
procter &	PREFIX:1
procter & gamble	ORG:1
procura	ORG:1
prodigy	ORG:1
prodome	ORG:1
profacta	ORG:1
proler	ORG:1
promo	ORG:1
promocoop	ORG:1
promus	ORG:1
protezione	PREFIX:1
protezione civile	ORG:1
proton	ORG:1
provveditorato	ORG:1	PREFIX:1
provveditorato agli	PREFIX:1
provveditorato agli studi	ORG:1
psae	ORG:1
psdi	ORG:1
pse	ORG:1
psi	ORG:1
psion	ORG:1
psv	ORG:1	PREFIX:1
psv eindhoven	ORG:1
pti	ORG:1
ptronato	ORG:1
ptt	ORG:1
pub	TSO:1	PREFIX:1
pub alla	PREFIX:1
pub alla posta	ORG:1
pubblico	PREFIX:1
pubblico registro	PREFIX:1
pubblico registro automobilistico	ORG:1
publitalia	ORG:1	PREFIX:1
publitalia '80	ORG:1
publitalia'	PREFIX:1
publitalia' 80	ORG:1
puli	PREFIX:1
puli european	ORG:1
puma	ORG:1
pumaisdue	ORG:1
puntocom	ORG:1
q.p.	ORG:1
q.u.i.t.	ORG:1
q8	ORG:1
qantas	ORG:1
qt	PREFIX:1
qt questotrentino	ORG:1
quaker	ORG:1
quanex	ORG:1
quantum	ORG:1
quattroruote	ORG:1
quebecor	ORG:1
queen	ORG:1
quercia	ORG:1
quest	ORG:1
questura	ORG:1
quicksilver	ORG:1
r.e.m	ORG:1
raba	ORG:1
rabobank	ORG:1
rabotnicki	PREFIX:1
rabotnicki skopje	ORG:1
radio	TSO:1	PREFIX:21
radio 1	ORG:1
radio 101	ORG:1
radio 2	ORG:1
radio 24	ORG:1
radio 3	ORG:1
radio bum	PREFIX:1
radio bum bum	ORG:1
radio capital	ORG:1
radio cuore	ORG:1
radio deejay	ORG:1
radio dimensione	PREFIX:1
radio dimensione suono	ORG:1
radio donna	ORG:1
radio italia	ORG:1
radio kiss	PREFIX:1
radio kiss kiss	ORG:1
radio lattemiele	ORG:1
radio margherita	ORG:1
radio maria	ORG:1
radio monte	PREFIX:1
radio monte carlo	ORG:1
radio montecarlo	ORG:1
radio nostalgia	ORG:1
radio popolare	ORG:1
radio radicale	ORG:1
radio1	ORG:1
radio2	ORG:1
radio24	ORG:1
radio3	ORG:1
radiodue	ORG:1
radiohead	ORG:1
radiomarelli	ORG:1
radionair	ORG:1
radiosegugio	ORG:1
radiotaxi	ORG:1
radiotre	ORG:1
radiouno	ORG:1
raetia	PREFIX:1
raetia sgr	ORG:1
rafidia	ORG:1
raggareggae	ORG:1
rai	ORG:1	PREFIX:1
rai radiotelevisione	PREFIX:1
rai radiotelevisione italiana	ORG:1
ramada	ORG:1
randers	PREFIX:1
randers fc	ORG:1
rangers	PREFIX:1
rangers glasgow	ORG:1
rapid	PREFIX:1
rapid bucarest	ORG:1
ras	ORG:1	PREFIX:1
ras fraz.	ORG:1
rassini	ORG:1
ratti	ORG:1
rauchbau	ORG:1
raychem	ORG:1
raytheon	ORG:1
rca	ORG:1
rcs	ORG:1
rdb	ORG:1
rdm	PREFIX:1
rdm realty	PREFIX:1
rdm realty recordati	ORG:1
rds	ORG:1
reading	ORG:1
real	PREFIX:3
real estate	ORG:1
real madrid	ORG:1
real pejo	ORG:1
recordati	ORG:1
recta	PREFIX:1
recta capital	ORG:1
red	PREFIX:2
red -	PREFIX:1
red - bull	ORG:1
red bull	ORG:1
redbull	ORG:1
reebock	ORG:1
reebok	ORG:1
regency	ORG:1
regenex	ORG:1
rem	ORG:1
renault	ORG:1	PREFIX:4
renault 21	NIL:1
renault 4	NIL:1
renault clio	NIL:1
renault megane	NIL:1
rendena	PREFIX:1
rendena golf	ORG:1
reno	PREFIX:2
reno air	ORG:1
reno de	PREFIX:1
reno de medici	ORG:1
reparto	TSO:1
repetra	ORG:1
reply	ORG:1
repsol	ORG:1
repubblicano	ORG:1	PREFIX:1
repubblicano italiano	ORG:1
republic	PREFIX:1
republic -	PREFIX:1
republic - asahi	ORG:1
research	TEO:1
residence	PREFIX:1
residence hotel	ORG:1
reuters	ORG:1
rexfor	ORG:1
reynolds	ORG:1
rfi	ORG:1
rheintalflug	ORG:1
rhone	PREFIX:1
rhone -	PREFIX:1
rhone - poulenc	ORG:1
riber	ORG:1
richard	PREFIX:1
richard ginori	ORG:1
ricoh	ORG:1
riello	ORG:1
rifondazione	ORG:1	PREFIX:1
rifondazione comunista	ORG:1
rigotti	PREFIX:1
rigotti immobiliare	ORG:1
rinascente	ORG:1
rinassico	ORG:1
rink	PREFIX:1
rink piné	ORG:1
rinnovamento	PREFIX:1
rinnovamento italiano	ORG:1
ris	ORG:1
risanamento	PREFIX:1
risanamento napoli	ORG:1
ristorante	TSO:1	PREFIX:1
ristorante pizzeria	TSO:1
ristorazione	TSO:1
riva	PREFIX:1
riva del	PREFIX:1
riva del garda	PREFIX:1
riva del garda immobiliare	ORG:1
rizzoli	ORG:1
rmc	ORG:1
robertson	PREFIX:1
robertson -	PREFIX:1
robertson - ceco	ORG:1
rockwell	ORG:1
rohr	ORG:1
roland	PREFIX:3
roland -	PREFIX:1
roland - garros	ORG:1
roland europe	ORG:1
roland garros	ORG:1
rolex	ORG:1
rollerblade	ORG:1
rolling	PREFIX:1
rolling stones	ORG:1
rolls	PREFIX:1
rolls -	PREFIX:1
rolls - royce	ORG:1
rolo	PREFIX:2
rolo banca	ORG:1	PREFIX:1
rolo banca 1473	ORG:1
romanagri	ORG:1
roncadin	ORG:1
rotaltes	ORG:1
rotondi	PREFIX:1
rotondi evolution	ORG:1
roverplastik	ORG:1
roxette	ORG:1
royal	ORG:1
rpa	PREFIX:1
rpa -	PREFIX:1
rpa - luigibacchi	ORG:1
rsu	ORG:1
rttr	ORG:1
rubbermaid	ORG:1
rubin	PREFIX:1
rubin kazan	ORG:1
rumi	ORG:1
ruzomberok	ORG:1
ryanair	ORG:1
ryobi	ORG:1
s.	PREFIX:2
s. klaus	PREFIX:1
s. klaus running	ORG:1
s. sebastian	ORG:1
s.a.p.a.	ORG:1
s.a.s.	ORG:1	TEO:1
s.c	TSO:1
s.c.	TSO:2
s.c.a.r.l.	TEO:1
s.e.c.	ORG:1
s.e.p.a.	ORG:1
s.i.l.p.a.	ORG:1
s.n.c	TEO:1
s.n.c.	TEO:1
s.p.a.	TEO:1
s.r.l.	TEO:1
s2	PREFIX:1
s2 serigrafia	ORG:1
saab	ORG:1
sabaf	ORG:1
sabena	ORG:1
sabreliner	ORG:1
sabretech	ORG:1
sacaim	ORG:1
sadi	ORG:1
sae	ORG:1	PREFIX:1
sae autotrasporti	ORG:1
saeco	ORG:1	PREFIX:1
saeco international	ORG:1
saes	PREFIX:1
saes getters	ORG:1
saf	TSO:1
safalpa	ORG:1
safety	PREFIX:1
safety -	PREFIX:1
safety - kleen	ORG:1
safilo	ORG:1
sahlen	ORG:1
sai	ORG:1
saiag	ORG:1
sailor	ORG:1
saint	PREFIX:1
saint gobain	PREFIX:1
saint gobain condotte	ORG:1
saipem	ORG:1
sait	ORG:1
sakata	ORG:1
salento	PREFIX:1
salento d'	PREFIX:1
salento d' amare	PREFIX:1
salento d' amare taviano	ORG:1
salernitana	ORG:1
salick	ORG:1
salim	ORG:1
salman	ORG:1
salumificio	TSO:1	PREFIX:1
salumificio val	PREFIX:1
salumificio val rendena	ORG:1
sammi	ORG:1
sampdoria	ORG:1
samsonite	ORG:1
samsung	ORG:1
san	PREFIX:3
san -	PREFIX:1
san - fu	ORG:1
san carlo	ORG:1
san paolo	PREFIX:1
san paolo imi	ORG:1
sandomierz	ORG:1
sandoz	ORG:1
sanfu	ORG:1
sanluis	ORG:1
sanofi	ORG:1
sanpaolo	PREFIX:2
sanpaolo -	PREFIX:1
sanpaolo - imi	ORG:1
sanpaolo imi	ORG:1
sanpellegrino	ORG:1
santa	PREFIX:2
santa klaus	PREFIX:1
santa klaus running	ORG:1
santa margherita	PREFIX:1
santa margherita zignago	ORG:1
santander	ORG:1
sanwu	ORG:1
sanyang	ORG:1
sap	ORG:1
sapes	ORG:1
sapmi	ORG:1
saras	ORG:1
sarc	ORG:1
sardo	PREFIX:1
sardo d'	PREFIX:1
sardo d' azione	ORG:1
sarin	PREFIX:1
sarin uno	ORG:1
sas	ORG:1
sat	ORG:1
sata	ORG:2	PREFIX:1
sata air	PREFIX:1
sata air açores	ORG:1
satic	ORG:1
saturama	ORG:1
sauber	ORG:1
saunier	PREFIX:1
saunier duval	ORG:1
sauvignon	NIL:1
savatage	ORG:1
save	ORG:1
sc	TSO:1
scae	ORG:1
scalfi	ORG:1
scania	ORG:1
scarl	TEO:1
scarl.	TEO:1
scavolini	ORG:1
schal	ORG:1
schering	PREFIX:1
schering -	PREFIX:1
schering - plough	ORG:1
schiapparelli	ORG:1	PREFIX:2
schiapparelli 1824	ORG:1
schiapparelli pikenz	ORG:1
schiava	NIL:1
schreiner	PREFIX:1
schreiner airways	ORG:1
schulman	ORG:1
schwarzheide	ORG:1
scialpinistica	PREFIX:1
scialpinistica lagorai	PREFIX:1
scialpinistica lagorai cima	PREFIX:1
scialpinistica lagorai cima d'	PREFIX:1
scialpinistica lagorai cima d' asta	ORG:1
scientific	TEO:1
scripps	ORG:1
scriven	ORG:1
scrl	TEO:1
scuderia	TSO:1
scuola	TSO:1
sdf	TSO:1
sdp	TSO:1
seac	ORG:2
seacfin	ORG:1
seagram	ORG:1
sears	ORG:1
seat	ORG:1	PREFIX:5
seat altea	NIL:1
seat ibiza	NIL:1
seat leon	NIL:1
seat pagine	PREFIX:1
seat pagine gialle	ORG:1
seat toledo	NIL:1
secim	ORG:1
secolo	PREFIX:2
secolo d'	PREFIX:1
secolo d' italia	ORG:1
secolo xix	ORG:1
sef	ORG:1
segafredo	ORG:1
seggiovie	PREFIX:1
seggiovie san	PREFIX:1
seggiovie san martino	ORG:1
segheria	PREFIX:1
segheria magnifica	PREFIX:1
segheria magnifica comunitÀ	PREFIX:1
segheria magnifica comunitÀ di	PREFIX:1
segheria magnifica comunitÀ di fiemme	ORG:1
seibu	ORG:1
seiko	PREFIX:1
seiko -	PREFIX:1
seiko - epson	ORG:1
sel	ORG:1
selco	ORG:1
seleco	ORG:1
selecta	ORG:1
selectronik	ORG:1
seli	ORG:1
sellaronda	PREFIX:1
sellaronda skimarathon	ORG:1
selm	ORG:1
sels	ORG:1
sematech	ORG:1
semi	PREFIX:1
semi -	PREFIX:1
semi - tech	ORG:1
senato	ORG:1	PREFIX:1
senato della	PREFIX:1
senato della repubblica	ORG:1
senshukai	ORG:1
sepr	ORG:1	PREFIX:1
sepr italia	ORG:1
sequa	ORG:1
sergio	PREFIX:1
sergio tacchini	ORG:1
serie	TSO:1	PREFIX:12
serie a	ORG:1
serie a1	ORG:1
serie a2	ORG:1
serie b	ORG:1
serie b1	ORG:1
serie b2	ORG:1
serie c	ORG:1
serie c1	ORG:1
serie c2	ORG:1
serie d	ORG:1
serie d1	ORG:1
serie d2	ORG:1
serin	ORG:1
service	TEO:1
services	TEO:1
servizi	TSO:1	PREFIX:1
servizi bancari	PREFIX:1
servizi bancari associati	ORG:1
servizio	TSO:1
ses	ORG:1
sesa	ORG:1
sesto	PREFIX:1
sesto senso	ORG:1
set	PREFIX:1
set distribuzione	ORG:1
settimo	PREFIX:1
settimo livello	ORG:1
seval	ORG:1
seven	ORG:1
sex	PREFIX:1
sex pistols	ORG:1
sg	PREFIX:1
sg elettrica	ORG:1
sgr	ORG:1
sgs	PREFIX:1
sgs -	PREFIX:1
sgs - thompson	ORG:1
shakhtar	PREFIX:1
shakhtar donetsk	ORG:1
sharp	ORG:1
sheaffer	ORG:1
shearson	ORG:1
sheffield	PREFIX:1
sheffield utd	ORG:1
sheldahl	ORG:1
shell	ORG:1
sheraton	ORG:1
sherwin	PREFIX:1
sherwin -	PREFIX:1
sherwin - williams	ORG:1
shimadzu	ORG:1
shiroki	ORG:1
shoei	ORG:1
shosholoza	ORG:1
showa	PREFIX:1
showa -	PREFIX:1
showa - savoie	ORG:1
showtime	ORG:1
si	PREFIX:1
si &	PREFIX:1
si & gi	ORG:1
siae	ORG:1
siai	ORG:1	PREFIX:1
siai -	PREFIX:1
siai - marchetti	ORG:1
siber	ORG:1
sic	ORG:1
sica	ORG:1
sicc	ORG:1	PREFIX:1
sicc cucine	ORG:1
siderbras	ORG:1
siderurgia	PREFIX:1
siderurgia trentina	ORG:1
siderurgica	ORG:1	TSO:1
sidley	ORG:1
siemens	ORG:1	PREFIX:1
siemens -	PREFIX:1
siemens - asea	ORG:1
sif	PREFIX:1
sif lusia	ORG:1
sigesa	ORG:1
signetics	ORG:1
silene	ORG:1
silgan	ORG:1
siliconix	ORG:1
silvelox	ORG:2
sime	ORG:2	PREFIX:1
sime -	PREFIX:1
sime - aiss	ORG:1
simeaiss	ORG:1
simint	ORG:1
simply	PREFIX:1
simply red	ORG:1
sincobas	ORG:1
sinotrans	ORG:1
sion	ORG:1
sipex	ORG:1
siram	ORG:1
siremar	ORG:1
siric	ORG:1
sirti	ORG:1
sisa	ORG:1
sisaf	ORG:1
sisde	ORG:1
sisley	ORG:1	PREFIX:1
sisley treviso	ORG:1
sismi	ORG:1
sista	PREFIX:1
sista pollution	ORG:1
sistan	ORG:1
sit	ORG:2	PREFIX:2
sit bellamonte	ORG:1
sit geo	ORG:1
sitc	ORG:1
siti	PREFIX:1
siti di	PREFIX:1
siti di interesse	PREFIX:1
siti di interesse comunitario	ORG:1
sitm	ORG:1
siulp	ORG:1
siviglia	ORG:1	PREFIX:2
siviglia wear	ORG:1	PREFIX:1
siviglia wear teramo	ORG:1
sketchers	ORG:1
ski	TEO:1	TSO:1
skialp	ORG:1	PREFIX:1
skialp dolomiti	PREFIX:1
skialp dolomiti di	PREFIX:1
skialp dolomiti di brenta	ORG:1
skoda	ORG:1
sky	ORG:1	PREFIX:1
sky italia	ORG:1
slavia	PREFIX:1
slavia praga	ORG:1
slhe	ORG:1
slovan	PREFIX:1
slovan liberec	ORG:1
smart	ORG:1
smashing	PREFIX:1
smashing pumpkins	ORG:1
sme	ORG:1
smec	ORG:1
smi	ORG:1
smurfit	PREFIX:1
smurfit -	PREFIX:1
smurfit - sisa	ORG:1
snai	ORG:1
snaidero	ORG:1	PREFIX:3
snaidero cucine	ORG:1	PREFIX:1
snaidero cucine udine	ORG:1
snaidero udine	ORG:1
snals	ORG:1
snam	ORG:2	PREFIX:1
snam rete	PREFIX:1
snam rete gas	ORG:1
snami	ORG:1
snc	TEO:1
snc.	TEO:1
sneak	ORG:1
snecma	ORG:1
snia	ORG:1
snko	ORG:1
so.l.e.	ORG:1
soccer	TSO:1
socialisti	ORG:1	PREFIX:2
socialisti democratici	ORG:1	PREFIX:1
socialisti democratici italiani	ORG:1
society	TEO:1
società	TSO:1	PREFIX:6
società funivie	ORG:1	PREFIX:1
società funivie pinzolo	ORG:1
società interbrennero	ORG:1
società mezzanotte	ORG:1
società mineraria	PREFIX:1
società mineraria baritina	ORG:1
società operatori	PREFIX:1
società operatori predaia	ORG:1
sodalia	ORG:1
sodi	PREFIX:1
sodi scientific	ORG:1
sogap	ORG:1
sogedi	ORG:1
sogefi	ORG:1
sogei	ORG:1
sol	ORG:1
solatrix	ORG:1
solidarnost	ORG:1
solmine	ORG:1
solutions	ORG:1
somec	ORG:1
sony	ORG:1
sorin	ORG:1
sortec	ORG:1
sos	NIL:1
sosat	ORG:1
sosi	ORG:1
sotheby'	PREFIX:1
sotheby' s	ORG:1
sottoriva	ORG:1
soultrain	ORG:1
southwest	PREFIX:1
southwest airlines	ORG:1
spa	TEO:1
spa.	TEO:1
spagoburgher	ORG:1
sparkasse	ORG:1
sparkling	ORG:1	PREFIX:1
sparkling milano	ORG:1
sparta	PREFIX:1
sparta praga	ORG:1
spartak	PREFIX:1
spartak mosca	ORG:1
spd	ORG:1
speedfam	ORG:1
spg	ORG:1
spinindo	ORG:1
sport	PREFIX:1
sport invernali	ORG:1
sporting	TSO:1	PREFIX:2
sporting braga	ORG:1
sporting lisbona	ORG:1
sportsman	ORG:1
spti	ORG:1
spumanti	TSO:1
spyker	ORG:1
srg	ORG:1
sriyuwono	ORG:1
srl	TEO:1
srl.	TEO:1
stac	ORG:1
standa	ORG:1
stanhome	ORG:1
start	PREFIX:2
start ik	ORG:1	PREFIX:1
start ik kristiansand	ORG:1
stayer	ORG:1
steaua	PREFIX:1
steaua bucarest	ORG:1
stefanel	ORG:1
steinex	ORG:1
steirerobst	ORG:1
stelco	ORG:1
stella	PREFIX:3
stella alpina	ORG:1
stella rossa	ORG:1	PREFIX:1
stella rossa belgrado	ORG:1
stet	ORG:2
steyr	PREFIX:1
steyr -	PREFIX:1
steyr - daimler	PREFIX:1
steyr - daimler -	PREFIX:1
steyr - daimler - puch	ORG:1
stice	ORG:1
stilelettra	ORG:1
stm	ORG:1
stmicroelectronics	ORG:1
stone	PREFIX:1
stone martens	ORG:1
stora	ORG:1
stradasfalti	ORG:1
strascina	ORG:1
sts	ORG:1
stube	PREFIX:1
stube del	PREFIX:1
stube del gufo	ORG:1
studio	TSO:1	PREFIX:3
studio dentistico	TSO:1
studio notarile	TSO:1
studio tecnico	TSO:1
subaru	ORG:1	PREFIX:5
subaru evo	NIL:1
subaru impreza	NIL:1
subaru italia	ORG:1
subaru legacy	NIL:1
subaru wrc	NIL:1
sudtiroler	PREFIX:1
sudtiroler volkspartei	ORG:1
suite	NIL:1
sukab	ORG:1
sult	ORG:1
sumi	ORG:1
sumitomo	ORG:1
summa	ORG:1
sun	PREFIX:3
sun -	PREFIX:1
sun - times	ORG:1
sun microsistems	ORG:1
sun microsystems	ORG:1
sundance	PREFIX:1
sundance channel	ORG:1
sundstrand	ORG:1
sunkei	ORG:1
sunset	ORG:1
super	NIL:1
superfund	PREFIX:1
superfund pasching	ORG:1
supermercati	PREFIX:1
supermercati trentini	ORG:1
supermercato	TSO:1	PREFIX:1
supermercato orvea	ORG:1
svgl	ORG:1
sviluppo	PREFIX:1
sviluppo vigo	PREFIX:1
sviluppo vigo di	PREFIX:1
sviluppo vigo di fassa	ORG:1
svp	ORG:1
swatch	ORG:1
swedishamerican	ORG:1
swissair	ORG:1
swm	ORG:1
sws	ORG:1	PREFIX:1
sws engineering	ORG:1
system	ORG:1	TSO:1
systems	ORG:1	TSO:1
szamilk	ORG:1
südtiroler	PREFIX:1
südtiroler volkspartei	ORG:1
t.n.t	ORG:1
tabaccheria	TSO:1
tac	NIL:1
tacchini	ORG:1
taeg	NIL:1
taferner	ORG:1
taigene	ORG:1
taipower	ORG:1
taiyo	ORG:1
tama	ORG:1
tambrands	ORG:1
tan	NIL:1
taproot	ORG:1
tar	ORG:1	PREFIX:1
tar del	PREFIX:1
tar del lazio	ORG:1
targetti	PREFIX:1
targetti sankey	ORG:1
tas	ORG:1	PREFIX:1
tas tecnologia	PREFIX:1
tas tecnologia avanzata	PREFIX:1
tas tecnologia avanzata dei	PREFIX:1
tas tecnologia avanzata dei sistemi	ORG:1
tasaki	ORG:1
tass	ORG:1
tassa	NIL:1
tassullo	PREFIX:1
tassullo energia	ORG:1
taurus	ORG:1
tbs	ORG:1
tbwa	ORG:1
tc	ORG:1	TSO:1	PREFIX:1
tc sistema	PREFIX:1
tc sistema tecnodiffusione	PREFIX:1
tc sistema tecnodiffusione italia	ORG:1
tca	ORG:1
tcby	ORG:1
tci	ORG:1
tdshop.it	PREFIX:1
tdshop.it livorno	ORG:1
team	TSO:1	PREFIX:1
team shosholoza	ORG:1
teamsters	ORG:1
teatro	TSO:1
tecdis	ORG:1
technolift	ORG:1
tecnoclima	ORG:1
tecnocoster	ORG:1
tecnodiffusione	ORG:1
tecnofin	ORG:1
tecnoimpianti	ORG:2
tecnoinfisso	ORG:1
tecnology	TEO:1
tecnoporfidi	ORG:1
tecnost	ORG:1
tecnostudio	ORG:1
tecnotrentina	ORG:1
teijin	ORG:1
tekne	ORG:1
tektronix	ORG:1
telbios	ORG:1
telco	ORG:1
tele	PREFIX:2
tele -	PREFIX:1
tele - commmunications	ORG:1
tele due	ORG:1
tele2	ORG:1
telecinco	ORG:1
telecom	ORG:1	PREFIX:4
telecom it.	ORG:1
telecom italia	ORG:1	PREFIX:2
telecom italia media	ORG:1
telecom italia mobile	ORG:1
teledue	ORG:1
teledyne	ORG:1
telefonica	ORG:1
telefono	PREFIX:2
telefono amico	ORG:1
telefono azzuro	ORG:1
telefunken	ORG:1
telegraph	ORG:1
telemarket	ORG:1
telephonica	ORG:1
teleradiofile	ORG:1
telespazio	ORG:1
telethon	ORG:1
telettra	ORG:1
telit	ORG:1
temple	PREFIX:1
temple -	PREFIX:1
temple - inland	ORG:1
tenarisdalmine	ORG:1
tendaggi	TSO:1
tenneco	ORG:1
terex	ORG:1
terme	TSO:1	PREFIX:2
terme demaniali	PREFIX:1
terme demaniali di	PREFIX:1
terme demaniali di acqui	ORG:1
terme di	PREFIX:1
terme di rabbi	ORG:1
terna	ORG:1
ternana	ORG:1
teroldego	NIL:1
terra	PREFIX:1
terra modena	ORG:1
terre	PREFIX:1
terre des	PREFIX:1
terre des hommes	ORG:1
tesinogroup	PREFIX:1
tesinogroup 2847	ORG:1
teuco	ORG:1
texaco	ORG:1
textron	ORG:1
tfr	NIL:1
tg.com	ORG:1
tg1	ORG:1
tg2	ORG:1
tg3	ORG:1
tg4	ORG:1
tg5	ORG:1
the	PREFIX:31
the 4	PREFIX:1
the 4 skins	ORG:1
the adicts	ORG:1
the adverts	ORG:1
the alan	PREFIX:1
the alan parsons	PREFIX:1
the alan parsons project	ORG:1
the alarm	ORG:1
the arrows	ORG:1
the beach	PREFIX:1
the beach boys	ORG:1
the beatles	ORG:1
the buggles	ORG:1
the cardigans	ORG:1
the chemical	PREFIX:1
the chemical brothers	ORG:1
the communards	ORG:1
the creation	ORG:1
the cross	ORG:1
the cure	ORG:1
the darkness	ORG:1
the feeling	ORG:1
the flowers	PREFIX:1
the flowers of	PREFIX:1
the flowers of romance	ORG:1
the go!	PREFIX:1
the go! team	ORG:1
the guardian	ORG:1
the housemartins	ORG:1
the independent	ORG:1
the jam	ORG:1
the lotus	ORG:1
the movie	PREFIX:1
the movie channel	ORG:1
the new	PREFIX:1
the new york	PREFIX:1
the new york times	ORG:1
the sunday	PREFIX:1
the sunday times	ORG:1
the times	ORG:1
the verve	ORG:1
the wall	PREFIX:1
the wall street	PREFIX:1
the wall street journal	ORG:1
the washington	PREFIX:1
the washington post	ORG:1
thiokol	ORG:1
third	PREFIX:1
third from	PREFIX:1
third from the	PREFIX:1
third from the sun	ORG:1
thompson	PREFIX:1
thompson italia	ORG:1
thomson	PREFIX:1
thomson -	PREFIX:1
thomson - csf	ORG:1
thorn	ORG:1
thun	ORG:1
thy	PREFIX:1
thy turkish	PREFIX:1
thy turkish airlines	ORG:1
ticino	ORG:1
tim	ORG:1	PREFIX:1
tim all	PREFIX:1
tim all star	PREFIX:1
tim all star volley	ORG:1
timberland	ORG:1
times	ORG:1
timken	ORG:1
tin	ORG:1
tin.it	ORG:1
tioxide	ORG:1
tirrenia	ORG:1	PREFIX:1
tirrenia di	PREFIX:1
tirrenia di navigazione	ORG:1
tiscali	ORG:1	PREFIX:1
tiscali cagliari	ORG:1
tishman	ORG:1
tisza	ORG:1
titanus	ORG:1
tm	PREFIX:1
tm racing	ORG:1
tmmc	ORG:1
tnt	ORG:1
tod´	ORG:1	PREFIX:1
tod´ s	ORG:1
tokyu	ORG:1
tomen	ORG:1
tonno	PREFIX:2
tonno callipo	PREFIX:2
tonno callipo vibo	ORG:1	PREFIX:1
tonno callipo vibo valentia	ORG:1
too	PREFIX:1
too much	PREFIX:1
too much bunnies	ORG:1
topix	ORG:1
toray	ORG:1
toro	ORG:1	PREFIX:2
toro -	PREFIX:1
toro - rosso	ORG:1
toro rosso	ORG:1
toshiba	ORG:1
tottenham	ORG:1	PREFIX:1
tottenham hotspur	ORG:1
touchstone	ORG:1	PREFIX:1
touchstone pictures	ORG:1
tourplan	ORG:1
toxon	ORG:1
toyota	ORG:1	PREFIX:5
toyota auris	NIL:1
toyota aygo	NIL:1
toyota corolla	NIL:1
